root_pos_x,root_pos_y,root_pos_z,root_pos_d_x,root_pos_d_y,root_pos_d_z,root_lin_vel_x,root_lin_vel_y,root_lin_vel_z,root_lin_vel_d_x,root_lin_vel_d_y,root_lin_vel_d_z,root_rpy_x,root_rpy_y,root_rpy_z,root_rpy_d_x,root_rpy_d_y,root_rpy_d_z,root_ang_vel_x,root_ang_vel_y,root_ang_vel_z,root_ang_vel_d_x,root_ang_vel_d_y,root_ang_vel_d_z,foot_pos_FR_x,foot_pos_FR_y,foot_pos_FR_z,foot_pos_FL_x,foot_pos_FL_y,foot_pos_FL_z,foot_pos_RR_x,foot_pos_RR_y,foot_pos_RR_z,foot_pos_RL_x,foot_pos_RL_y,foot_pos_RL_z,foot_pos_abs_FR_x,foot_pos_abs_FR_y,foot_pos_abs_FR_z,foot_pos_abs_FL_x,foot_pos_abs_FL_y,foot_pos_abs_FL_z,foot_pos_abs_RR_x,foot_pos_abs_RR_y,foot_pos_abs_RR_z,foot_pos_abs_RL_x,foot_pos_abs_RL_y,foot_pos_abs_RL_z,foot_pos_liftoff_FR_x,foot_pos_liftoff_FR_y,foot_pos_liftoff_FR_z,foot_pos_liftoff_FL_x,foot_pos_liftoff_FL_y,foot_pos_liftoff_FL_z,foot_pos_liftoff_RR_x,foot_pos_liftoff_RR_y,foot_pos_liftoff_RR_z,foot_pos_liftoff_RL_x,foot_pos_liftoff_RL_y,foot_pos_liftoff_RL_z,foot_pos_d_FR_x,foot_pos_d_FR_y,foot_pos_d_FR_z,foot_pos_d_FL_x,foot_pos_d_FL_y,foot_pos_d_FL_z,foot_pos_d_RR_x,foot_pos_d_RR_y,foot_pos_d_RR_z,foot_pos_d_RL_x,foot_pos_d_RL_y,foot_pos_d_RL_z,foot_vel_d_FR_x,foot_vel_d_FR_y,foot_vel_d_FR_z,foot_vel_d_FL_x,foot_vel_d_FL_y,foot_vel_d_FL_z,foot_vel_d_RR_x,foot_vel_d_RR_y,foot_vel_d_RR_z,foot_vel_d_RL_x,foot_vel_d_RL_y,foot_vel_d_RL_z,foot_forces_grf_FR_x,foot_forces_grf_FR_y,foot_forces_grf_FR_z,foot_forces_grf_FL_x,foot_forces_grf_FL_y,foot_forces_grf_FL_z,foot_forces_grf_RR_x,foot_forces_grf_RR_y,foot_forces_grf_RR_z,foot_forces_grf_RL_x,foot_forces_grf_RL_y,foot_forces_grf_RL_z,foot_forces_swing_FR_x,foot_forces_swing_FR_y,foot_forces_swing_FR_z,foot_forces_swing_FL_x,foot_forces_swing_FL_y,foot_forces_swing_FL_z,foot_forces_swing_RR_x,foot_forces_swing_RR_y,foot_forces_swing_RR_z,foot_forces_swing_RL_x,foot_forces_swing_RL_y,foot_forces_swing_RL_z,joint_torques_FR_hip,joint_torques_FR_thigh,joint_torques_FR_calf,joint_torques_FL_hip,joint_torques_FL_thigh,joint_torques_FL_calf,joint_torques_RR_hip,joint_torques_RR_thigh,joint_torques_RR_calf,joint_torques_RL_hip,joint_torques_RL_thigh,joint_torques_RL_calf,swing_phase,contact_FR,contact_FL,contact_RR,contact_RL,root_pos_est_x,root_pos_est_y,root_pos_est_z,root_lin_vel_est_x,root_lin_vel_est_y,root_lin_vel_est_z,root_lin_acc_est_x,root_lin_acc_est_y,root_lin_acc_est_z,root_rpy_est_x,root_rpy_est_y,root_rpy_est_z,root_lin_acc_meas_x,root_lin_acc_meas_y,root_lin_acc_meas_z,root_ang_vel_meas_x,root_ang_vel_meas_y,root_ang_vel_meas_z
0,0,0.0595703,0,0,0.27,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0.201666,-0.143057,-0.0406244,0.201666,0.143057,-0.0406244,-0.174534,-0.143057,-0.0406244,-0.174534,0.143057,-0.0406244,0.201666,-0.143057,0.0189459,0.201666,0.143057,0.0189459,-0.174534,-0.143057,0.0189459,-0.174534,0.143057,0.0189459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646371,-6.70583e-05,-89.9846,0.000643721,-6.70942e-05,-90.8801,0.000646379,-7.05819e-05,-105.053,0.000643725,-7.05885e-05,-106.627,0,0,0,0,0,0,0,0,0,0,0,0,8.66612,1.1662,18.298,-8.75237,1.17781,18.4801,10.1173,1.36149,21.3621,-10.2689,1.38189,21.6822,0,1,1,1,1,5.30843e-05,1.85408e-10,0.0128834,0,0,-0.01962,0,0,0,5.81914e-09,-0.0016657,-8.80645e-12,0,0,0,0,0,0
2.30398e-05,-1.72239e-07,0.0596642,0,0,0.27,0.0115199,-8.61193e-05,0.0469749,0,0,0,1.61769e-07,0.000185376,-1.06622e-06,0,0,0,8.09341e-05,0.0926882,-0.000533116,0,0,0,0.201659,-0.14308,-0.0408836,0.20166,0.143081,-0.0408857,-0.174534,-0.143084,-0.0409091,-0.174534,0.143085,-0.0409123,0.201682,-0.143081,0.0187806,0.201683,0.14308,0.0187786,-0.174511,-0.143084,0.0187551,-0.174511,0.143084,0.0187519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646371,-6.70583e-05,-89.9846,0.000643721,-6.70942e-05,-90.8801,0.000646379,-7.05819e-05,-105.053,0.000643725,-7.05885e-05,-106.627,0,0,0,0,0,0,0,0,0,0,0,0,8.66823,1.16536,18.3023,-8.75455,1.17695,18.4845,10.1202,1.36129,21.3697,-10.2719,1.38167,21.69,0,1,1,1,1,1.54328e-05,-1.35132e-07,0.0124841,0.0116163,-8.78099e-05,0.0291678,5.75309,-0.0439047,34.2332,-1.16235e-06,-0.00137339,-1.85731e-07,5.75309,-0.0439047,34.2332,0,0,0
6.46585e-05,-5.06403e-07,0.0598462,0,0,0.27,0.0208094,-0.000167082,0.0909776,0,0,0,1.28334e-06,0.000521228,-2.95813e-06,0,0,0,0.00056112,0.167926,-0.000946079,0,0,0,0.201647,-0.143121,-0.0413612,0.201648,0.143121,-0.0413668,-0.174535,-0.14313,-0.0414336,-0.174535,0.143132,-0.0414421,0.201712,-0.143121,0.018485,0.201713,0.143121,0.0184794,-0.174471,-0.14313,0.0184127,-0.17447,0.143132,0.0184041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646371,-6.70583e-05,-89.9846,0.000643721,-6.70942e-05,-90.8801,0.000646379,-7.05819e-05,-105.053,0.000643725,-7.05885e-05,-106.627,0,0,0,0,0,0,0,0,0,0,0,0,8.67185,1.16393,18.3104,-8.7583,1.1755,18.4927,10.125,1.36104,21.3838,-10.2769,1.38139,21.7043,0,1,1,1,1,2.08937e-05,-4.01486e-07,0.0125305,0.0209279,-0.0001705,0.0747823,4.62566,-0.0412075,32.6293,-2.3769e-06,-0.00105226,-1.54171e-06,4.62566,-0.0412075,32.6293,8.09341e-05,0.0926882,-0.000533116
0.000119845,-9.57651e-07,0.0601099,0,0,0.27,0.0275933,-0.000225624,0.131853,0,0,0,3.64105e-06,0.000955607,-5.45302e-06,0,0,0,0.00117978,0.217189,-0.00124798,0,0,0,0.201633,-0.143172,-0.0420151,0.201634,0.143173,-0.0420252,-0.174535,-0.143187,-0.0421512,-0.174535,0.143191,-0.0421665,0.201753,-0.143173,0.0180948,0.201754,0.143172,0.0180847,-0.174415,-0.143188,0.0179587,-0.174415,0.14319,0.0179434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646371,-6.70583e-05,-89.9846,0.000643721,-6.70942e-05,-90.8801,0.000646379,-7.05819e-05,-105.053,0.000643725,-7.05885e-05,-106.627,0,0,0,0,0,0,0,0,0,0,0,0,8.67639,1.16224,18.3217,-8.76302,1.17378,18.504,10.1311,1.36086,21.4028,-10.2831,1.38117,21.7237,0,1,1,1,1,3.88457e-05,-7.63451e-07,0.012763,0.0276667,-0.000230427,0.117047,3.36013,-0.0297311,30.9331,-2.78416e-06,-0.000601632,-3.6607e-06,3.36013,-0.0297311,30.9331,0.00056112,0.167926,-0.000946079
0.000172657,-1.46906e-06,0.0604435,0,0,0.27,0.0264059,-0.000255703,0.166807,0,0,0,7.69229e-06,0.00139225,-7.74051e-06,0,0,0,0.00202696,0.218322,-0.00114498,0,0,0,0.201628,-0.143226,-0.0428119,0.20163,0.143227,-0.0428269,-0.174527,-0.143247,-0.0430166,-0.174526,0.143253,-0.0430393,0.201801,-0.143227,0.0176316,0.201802,0.143226,0.0176166,-0.174354,-0.143248,0.017427,-0.174353,0.143251,0.0174042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646371,-6.70583e-05,-89.9846,0.000643721,-6.70942e-05,-90.8801,0.000646379,-7.05819e-05,-105.053,0.000643725,-7.05885e-05,-106.627,0,0,0,0,0,0,0,0,0,0,0,0,8.68119,1.16158,18.3359,-8.768,1.1731,18.5184,10.1374,1.36178,21.425,-10.2896,1.38208,21.7464,0,1,1,1,1,5.46966e-05,-1.16434e-06,0.0131189,0.0262856,-0.00026187,0.153321,-0.674125,-0.0154322,27.9125,-2.11213e-06,-6.42669e-05,-6.24064e-06,-0.674125,-0.0154322,27.9125,0.00117978,0.217189,-0.00124798
0.00022133,-1.99897e-06,0.0608458,0,0,0.27,0.0243367,-0.000264958,0.201127,0,0,0,1.40538e-05,0.00182382,-9.82414e-06,0,0,0,0.00318244,0.215786,-0.00104416,0,0,0,0.201631,-0.14328,-0.043706,0.201633,0.143282,-0.0437255,-0.174512,-0.143306,-0.0439757,-0.174511,0.143313,-0.0440056,0.201852,-0.143282,0.0171398,0.201854,0.14328,0.0171203,-0.174291,-0.143308,0.01687,-0.174289,0.143311,0.0168402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646371,-6.70583e-05,-89.9846,0.000643721,-6.70942e-05,-90.8801,0.000646379,-7.05819e-05,-105.053,0.000643725,-7.05885e-05,-106.627,0,0,0,0,0,0,0,0,0,0,0,0,8.686,1.16174,18.352,-8.773,1.17326,18.5347,10.1436,1.36349,21.4489,-10.296,1.3838,21.7708,0,1,1,1,1,5.93636e-05,-1.55569e-06,0.0135671,0.0239668,-0.000271633,0.188587,-1.11908,-0.00458406,27.3907,9.74825e-08,0.000456709,-8.43678e-06,-1.11908,-0.00458406,27.3907,0.00202696,0.218322,-0.00114498
0.000264456,-2.52283e-06,0.0613161,0,0,0.27,0.021563,-0.00026193,0.235155,0,0,0,2.3114e-05,0.0022446,-1.17072e-05,0,0,0,0.00453201,0.210387,-0.000945446,0,0,0,0.20164,-0.143332,-0.04466,0.201643,0.143335,-0.0446833,-0.174492,-0.143361,-0.0449859,-0.174491,0.14337,-0.0450218,0.201904,-0.143334,0.0166561,0.201907,0.143332,0.0166328,-0.174228,-0.143364,0.0163302,-0.174226,0.143368,0.0162943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646371,-6.70583e-05,-89.9846,0.000643721,-6.70942e-05,-90.8801,0.000646379,-7.05819e-05,-105.053,0.000643725,-7.05885e-05,-106.627,0,0,0,0,0,0,0,0,0,0,0,0,8.69064,1.16257,18.3691,-8.77782,1.17409,18.5519,10.1495,1.3658,21.4733,-10.3021,1.38612,21.7956,0,1,1,1,1,5.24793e-05,-1.90888e-06,0.014088,0.0208904,-0.000268231,0.223253,-1.47681,0.00195741,27.0802,4.46119e-06,0.000949593,-1.02989e-05,-1.47681,0.00195741,27.0802,0.00318244,0.215786,-0.00104416
0.000301121,-3.0317e-06,0.0618543,0,0,0.27,0.0183325,-0.000254434,0.269101,0,0,0,3.50418e-05,0.00265034,-1.33929e-05,0,0,0,0.00596594,0.202873,-0.000848763,0,0,0,0.201655,-0.143381,-0.0456461,0.201658,0.143384,-0.0456723,-0.174469,-0.143412,-0.0460162,-0.174467,0.143423,-0.0460567,0.201956,-0.143384,0.0162081,0.201959,0.143381,0.016182,-0.174167,-0.143415,0.0158381,-0.174166,0.14342,0.0157976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646371,-6.70583e-05,-89.9846,0.000643721,-6.70942e-05,-90.8801,0.000646379,-7.05819e-05,-105.053,0.000643725,-7.05885e-05,-106.627,0,0,0,0,0,0,0,0,0,0,0,0,8.69501,1.16398,18.3865,-8.78236,1.17549,18.5695,10.1549,1.36857,21.4973,-10.3077,1.3889,21.8201,0,1,1,1,1,3.41956e-05,-2.21525e-06,0.0146637,0.0173086,-0.000259418,0.257589,-1.71174,0.00456555,26.9172,1.13561e-05,0.00140608,-1.18618e-05,-1.71174,0.00456555,26.9172,0.00453201,0.210387,-0.000945446
0.000330926,-3.52835e-06,0.0624604,0,0,0.27,0.0149025,-0.000248322,0.303069,0,0,0,4.9828e-05,0.00303808,-1.48874e-05,0,0,0,0.00739526,0.19387,-0.000755448,0,0,0,0.201675,-0.143426,-0.0466457,0.201678,0.143431,-0.0466737,-0.174442,-0.143459,-0.0470471,-0.17444,0.14347,-0.0470905,0.202005,-0.14343,0.0158147,0.202009,0.143427,0.0157867,-0.174111,-0.143462,0.0154133,-0.174109,0.143467,0.0153699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646371,-6.70583e-05,-89.9846,0.000643721,-6.70942e-05,-90.8801,0.000646379,-7.05819e-05,-105.053,0.000643725,-7.05885e-05,-106.627,0,0,0,0,0,0,0,0,0,0,0,0,8.69906,1.16588,18.4038,-8.78658,1.1774,18.5869,10.1598,1.37172,21.5205,-10.3127,1.39206,21.8436,0,1,1,1,1,5.30624e-06,-2.48063e-06,0.015277,0.0134846,-0.000250933,0.29175,-1.81874,0.00424252,26.8467,2.09396e-05,0.00182095,-1.31592e-05,-1.81874,0.00424252,26.8467,0.00596594,0.202873,-0.000848763
0.000353926,-4.02259e-06,0.0631346,0,0,0.27,0.0115,-0.000247124,0.337083,0,0,0,6.73452e-05,0.00340579,-1.62004e-05,0,0,0,0.00876071,0.183853,-0.00066726,0,0,0,0.201699,-0.143468,-0.0476479,0.201702,0.143473,-0.0476769,-0.174412,-0.1435,-0.0480682,-0.17441,0.143513,-0.0481132,0.202053,-0.143472,0.0154867,0.202056,0.143469,0.0154577,-0.174058,-0.143504,0.0150663,-0.174056,0.143509,0.0150214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646371,-6.70583e-05,-89.9846,0.000643721,-6.70942e-05,-90.8801,0.000646379,-7.05819e-05,-105.053,0.000643725,-7.05885e-05,-106.627,0,0,0,0,0,0,0,0,0,0,0,0,8.7028,1.16822,18.4208,-8.79048,1.17975,18.604,10.1641,1.37521,21.5426,-10.3172,1.39557,21.866,0,1,1,1,1,-3.28699e-05,-2.71895e-06,0.0159114,0.00965168,-0.000246143,0.325799,-1.81263,0.00217453,26.8237,3.31906e-05,0.00219147,-1.42304e-05,-1.81263,0.00217453,26.8237,0.00739526,0.19387,-0.000755448
0.000370532,-4.52749e-06,0.0638768,0,0,0.27,0.00830272,-0.000252446,0.371117,0,0,0,8.74032e-05,0.00375211,-1.73455e-05,0,0,0,0.010031,0.173158,-0.000585978,0,0,0,0.201727,-0.143507,-0.0486482,0.201731,0.143513,-0.0486773,-0.174379,-0.143538,-0.0490766,-0.174377,0.143552,-0.0491219,0.202098,-0.143511,0.0152286,0.202101,0.143508,0.0151996,-0.174008,-0.143542,0.0148002,-0.174006,0.143547,0.014755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76431,-0.0320167,-68.9414,0.776452,-0.0320528,-70.47,0.752277,-0.00886487,-74.5572,0.763838,-0.00891979,-74.5753,0,0,0,0,0,0,0,0,0,0,0,0,6.66845,0.841864,14.1293,-6.82032,0.86051,14.4386,7.2157,0.923253,15.3054,-7.21891,0.922337,15.3084,0,1,1,1,1,-7.86947e-05,-2.94669e-06,0.0165522,0.00599484,-0.000246451,0.359729,-1.71752,-0.00065702,26.8144,4.79659e-05,0.00251669,-1.51208e-05,-1.71752,-0.00065702,26.8144,0.00876071,0.183853,-0.00066726
0.000382273,-4.9994e-06,0.0646537,0,0,0.27,0.00587043,-0.000235959,0.388437,0,0,0,0.0001074,0.00404442,-1.84591e-05,0,0,0,0.0100004,0.146159,-0.00057099,0,0,0,0.201757,-0.143541,-0.0496045,0.201761,0.143548,-0.0496337,-0.174346,-0.143571,-0.0500316,-0.174344,0.143585,-0.0500756,0.202139,-0.143546,0.0150492,0.202143,0.143543,0.01502,-0.173963,-0.143576,0.0146221,-0.173962,0.14358,0.0145781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76431,-0.0320167,-68.9414,0.776452,-0.0320528,-70.47,0.752277,-0.00886487,-74.5572,0.763838,-0.00891979,-74.5753,0,0,0,0,0,0,0,0,0,0,0,0,6.67076,0.843658,14.1407,-6.82284,0.862333,14.4503,7.21811,0.925455,15.3184,-7.22139,0.924499,15.3214,0,1,1,1,1,-0.000129532,-3.15358e-06,0.0171678,0.00323525,-0.000225361,0.376446,-1.28677,0.0101138,18.2719,6.50344e-05,0.00279637,-1.58754e-05,-1.28677,0.0101138,18.2719,0.010031,0.173158,-0.000585978
0.000389591,-5.44972e-06,0.0654659,0,0,0.27,0.00365924,-0.00022516,0.406077,0,0,0,0.000127282,0.00428517,-1.95137e-05,0,0,0,0.00994351,0.120373,-0.00054146,0,0,0,0.201789,-0.143573,-0.0505244,0.201793,0.143581,-0.0505537,-0.174312,-0.1436,-0.0509429,-0.17431,0.143615,-0.0509847,0.202178,-0.143578,0.0149415,0.202182,0.143575,0.0149122,-0.173923,-0.143605,0.014523,-0.173921,0.14361,0.0144812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76431,-0.0320167,-68.9414,0.776452,-0.0320528,-70.47,0.752277,-0.00886487,-74.5572,0.763838,-0.00891979,-74.5753,0,0,0,0,0,0,0,0,0,0,0,0,6.67286,0.845654,14.1515,-6.82513,0.864362,14.4613,7.22026,0.927764,15.3303,-7.22359,0.926768,15.3333,0,1,1,1,1,-0.000183172,-3.33043e-06,0.0177332,0.000682724,-0.000208791,0.393401,-1.18347,0.00758654,18.4663,8.1749e-05,0.00300013,-1.66577e-05,-1.18347,0.00758654,18.4663,0.0100004,0.146159,-0.00057099
0.000393036,-5.88828e-06,0.0663137,0,0,0.27,0.00172249,-0.000219276,0.423923,0,0,0,0.00014702,0.00447656,-2.04936e-05,0,0,0,0.00987117,0.0956944,-0.000503068,0,0,0,0.201823,-0.143602,-0.0514163,0.201827,0.14361,-0.0514458,-0.174278,-0.143626,-0.0518211,-0.174276,0.143643,-0.0518598,0.202216,-0.143608,0.0148974,0.20222,0.143605,0.0148679,-0.173885,-0.143632,0.0144926,-0.173883,0.143637,0.0144539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76431,-0.0320167,-68.9414,0.776452,-0.0320528,-70.47,0.752277,-0.00886487,-74.5572,0.763838,-0.00891979,-74.5753,0,0,0,0,0,0,0,0,0,0,0,0,6.6748,0.847862,14.1617,-6.82725,0.866609,14.4717,7.2222,0.930213,15.3413,-7.22559,0.929175,15.3442,0,1,1,1,1,-0.000238516,-3.48938e-06,0.018246,-0.00160359,-0.000195959,0.410473,-1.05212,0.00545116,18.6056,9.80955e-05,0.00313494,-1.74419e-05,-1.05212,0.00545116,18.6056,0.00994351,0.120373,-0.00054146
0.000393218,-6.3234e-06,0.0671974,0,0,0.27,9.10901e-05,-0.000217561,0.441861,0,0,0,0.000166605,0.00462057,-2.13906e-05,0,0,0,0.00979453,0.0720045,-0.000459785,0,0,0,0.201859,-0.143629,-0.0522895,0.201863,0.143638,-0.052319,-0.174242,-0.14365,-0.0526767,-0.174241,0.143668,-0.0527119,0.202252,-0.143635,0.014908,0.202256,0.143632,0.0148784,-0.173849,-0.143656,0.0145207,-0.173847,0.143661,0.0144856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76431,-0.0320167,-68.9414,0.776452,-0.0320528,-70.47,0.752277,-0.00886487,-74.5572,0.763838,-0.00891979,-74.5753,0,0,0,0,0,0,0,0,0,0,0,0,6.67662,0.850289,14.1715,-6.82925,0.869079,14.4817,7.22399,0.932822,15.3516,-7.22744,0.931744,15.3544,0,1,1,1,1,-0.000294627,-3.63924e-06,0.0187054,-0.00358762,-0.000186125,0.427547,-0.903961,0.00369135,18.6887,0.000114071,0.00320724,-1.82102e-05,-0.903961,0.00369135,18.6887,0.00987117,0.0956944,-0.000503068
0.00039078,-6.76211e-06,0.068117,0,0,0.27,-0.00121905,-0.000219355,0.459784,0,0,0,0.000186049,0.00471893,-2.22019e-05,0,0,0,0.00972363,0.0491826,-0.000414294,0,0,0,0.201897,-0.143654,-0.0531526,0.201902,0.143665,-0.0531822,-0.174205,-0.143673,-0.0535201,-0.174204,0.143691,-0.0535512,0.202288,-0.143661,0.0149644,0.202292,0.143658,0.0149348,-0.173814,-0.14368,0.0145969,-0.173813,0.143684,0.0145657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76431,-0.0320167,-68.9414,0.776452,-0.0320528,-70.47,0.752277,-0.00886487,-74.5572,0.763838,-0.00891979,-74.5753,0,0,0,0,0,0,0,0,0,0,0,0,6.67833,0.852933,14.181,-6.83114,0.871775,14.4914,7.22568,0.935604,15.3613,-7.22918,0.934487,15.364,0,1,1,1,1,-0.000350751,-3.78606e-06,0.0191121,-0.00524902,-0.000178651,0.444511,-0.746505,0.00225898,18.717,0.000129686,0.00322303,-1.89488e-05,-0.746505,0.00225898,18.717,0.00979453,0.0720045,-0.000459785
0.000386376,-7.21031e-06,0.0690722,0,0,0.27,-0.00220197,-0.000224101,0.477592,0,0,0,0.000205379,0.00477316,-2.29281e-05,0,0,0,0.00966663,0.0271132,-0.000368399,0,0,0,0.201938,-0.143679,-0.0540144,0.201942,0.14369,-0.0540441,-0.174166,-0.143694,-0.0543609,-0.174165,0.143714,-0.0543878,0.202324,-0.143686,0.0150578,0.202329,0.143683,0.0150281,-0.17378,-0.143702,0.0147113,-0.173779,0.143706,0.0146843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76431,-0.0320167,-68.9414,0.776452,-0.0320528,-70.47,0.752277,-0.00886487,-74.5572,0.763838,-0.00891979,-74.5753,0,0,0,0,0,0,0,0,0,0,0,0,6.67998,0.855793,14.1903,-6.83296,0.874691,14.5009,7.22729,0.938566,15.3705,-7.23084,0.937412,15.3732,0,1,1,1,1,-0.000406322,-3.93381e-06,0.0194679,-0.00657833,-0.000173012,0.461265,-0.584791,0.00109974,18.6931,0.000144964,0.00318796,-1.96468e-05,-0.584791,0.00109974,18.6931,0.00972363,0.0491826,-0.000414294
0.000380659,-7.67297e-06,0.0700626,0,0,0.27,-0.00285864,-0.000231328,0.495194,0,0,0,0.000224635,0.00478454,-2.35723e-05,0,0,0,0.00962973,0.00568936,-0.000323315,0,0,0,0.20198,-0.143703,-0.0548827,0.201985,0.143715,-0.0549125,-0.174126,-0.143715,-0.055208,-0.174125,0.143735,-0.0552307,0.202361,-0.14371,0.0151798,0.202366,0.143707,0.0151501,-0.173745,-0.143723,0.0148545,-0.173744,0.143728,0.0148319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76431,-0.0320167,-68.9414,0.776452,-0.0320528,-70.47,0.752277,-0.00886487,-74.5572,0.763838,-0.00891979,-74.5753,0,0,0,0,0,0,0,0,0,0,0,0,6.68157,0.858859,14.1994,-6.83472,0.87782,14.5103,7.22884,0.941705,15.3794,-7.23246,0.940516,15.382,0,1,1,1,1,-0.000460944,-4.08489e-06,0.0197756,-0.00757385,-0.000168779,0.477718,-0.422333,0.000168206,18.6206,0.000159936,0.00310733,-2.02952e-05,-0.422333,0.000168206,18.6206,0.00966663,0.0271132,-0.000368399
0.000374269,-8.1542e-06,0.0710876,0,0,0.27,-0.00319519,-0.000240616,0.512509,0,0,0,0.000243867,0.00475417,-2.4139e-05,0,0,0,0.00961751,-0.015186,-0.000279795,0,0,0,0.202025,-0.143726,-0.0557649,0.20203,0.143739,-0.0557948,-0.174084,-0.143736,-0.0560696,-0.174083,0.143756,-0.0560881,0.202399,-0.143734,0.0153227,0.202404,0.14373,0.0152928,-0.17371,-0.143744,0.0150179,-0.173709,0.143748,0.0149995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76431,-0.0320167,-68.9414,0.776452,-0.0320528,-70.47,0.752277,-0.00886487,-74.5572,0.763838,-0.00891979,-74.5753,0,0,0,0,0,0,0,0,0,0,0,0,6.68312,0.862119,14.2085,-6.83645,0.881149,14.5195,7.23036,0.945016,15.3881,-7.23404,0.943795,15.3906,0,1,1,1,1,-0.000514374,-4.24055e-06,0.0200391,-0.00824001,-0.000165582,0.49379,-0.261792,-0.000563758,18.5037,0.000174638,0.00298619,-2.08866e-05,-0.261792,-0.000563758,18.5037,0.00962973,0.00568936,-0.000323315
0.000367824,-8.6574e-06,0.0721465,0,0,0.27,-0.00322207,-0.0002516,0.529463,0,0,0,0.000263131,0.00468297,-2.4634e-05,0,0,0,0.00963296,-0.0355991,-0.000238457,0,0,0,0.202072,-0.143748,-0.0566674,0.202077,0.143762,-0.0566976,-0.174041,-0.143756,-0.0569529,-0.17404,0.143777,-0.0569673,0.20244,-0.143757,0.0154791,0.202445,0.143753,0.0154489,-0.173673,-0.143764,0.0151936,-0.173672,0.143769,0.0151792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76431,-0.0320167,-68.9414,0.776452,-0.0320528,-70.47,0.752277,-0.00886487,-74.5572,0.763838,-0.00891979,-74.5753,0,0,0,0,0,0,0,0,0,0,0,0,6.68464,0.865558,14.2176,-6.83814,0.884662,14.5288,7.23186,0.948488,15.3965,-7.23561,0.947236,15.399,0,1,1,1,1,-0.000566498,-4.40119e-06,0.0202626,-0.0085864,-0.000163108,0.509412,-0.105407,-0.00112326,18.3472,0.000189108,0.00282934,-2.14149e-05,-0.105407,-0.00112326,18.3472,0.00961751,-0.015186,-0.000279795
